subscription_id,customer_id,plan_id,status,billing_cycle,mrr,start_date,end_date,created_at,updated_at
sub_735566,cust_400614,4,active,monthly,199,2023-01-18,,2023-01-18 00:00:00,2024-12-31 00:00:00
sub_393374,cust_352674,3,active,monthly,79,2023-07-16,,2023-07-16 00:00:00,2024-12-31 00:00:00
sub_119764,cust_355021,3,churned,annual,0,2023-08-20,2023-11-09,2023-08-20 00:00:00,2023-11-09 00:00:00
sub_791982,cust_679549,2,churned,monthly,0,2024-05-02,2024-07-05,2024-05-02 00:00:00,2024-07-05 00:00:00
sub_738309,cust_999636,3,active,annual,79,2023-04-08,,2023-04-08 00:00:00,2024-12-31 00:00:00
sub_881853,cust_817675,4,churned,annual,0,2023-10-15,2024-08-08,2023-10-15 00:00:00,2024-08-08 00:00:00
sub_791252,cust_847332,1,churned,monthly,0,2024-02-12,2024-11-02,2024-02-12 00:00:00,2024-11-02 00:00:00
sub_985339,cust_892313,3,active,monthly,79,2023-05-24,,2023-05-24 00:00:00,2024-12-31 00:00:00
sub_143993,cust_906360,3,active,monthly,79,2024-09-20,,2024-09-20 00:00:00,2024-12-31 00:00:00
sub_811341,cust_493663,4,active,annual,199,2024-03-18,,2024-03-18 00:00:00,2024-12-31 00:00:00
sub_969414,cust_261712,3,active,annual,79,2024-01-25,,2024-01-25 00:00:00,2024-12-31 00:00:00
sub_752126,cust_477400,2,active,monthly,29,2023-10-04,,2023-10-04 00:00:00,2024-12-31 00:00:00
sub_499601,cust_681141,3,active,annual,79,2023-04-06,,2023-04-06 00:00:00,2024-12-31 00:00:00
sub_826739,cust_686716,4,active,monthly,199,2023-09-06,,2023-09-06 00:00:00,2024-12-31 00:00:00
sub_806850,cust_555791,2,active,monthly,29,2023-10-10,,2023-10-10 00:00:00,2024-12-31 00:00:00
sub_116265,cust_305047,1,active,monthly,0,2024-04-13,,2024-04-13 00:00:00,2024-12-31 00:00:00
sub_125093,cust_450996,2,active,monthly,29,2024-03-16,,2024-03-16 00:00:00,2024-12-31 00:00:00
sub_177335,cust_517584,3,active,annual,79,2023-11-23,,2023-11-23 00:00:00,2024-12-31 00:00:00
sub_187859,cust_482746,1,active,monthly,0,2023-04-27,,2023-04-27 00:00:00,2024-12-31 00:00:00
sub_250152,cust_842776,2,active,monthly,29,2023-08-03,,2023-08-03 00:00:00,2024-12-31 00:00:00
sub_891533,cust_353777,2,churned,monthly,0,2023-09-16,2023-11-04,2023-09-16 00:00:00,2023-11-04 00:00:00
sub_395528,cust_825309,1,active,annual,0,2024-03-04,,2024-03-04 00:00:00,2024-12-31 00:00:00
sub_617215,cust_906306,4,active,monthly,199,2023-09-12,,2023-09-12 00:00:00,2024-12-31 00:00:00
sub_140220,cust_447704,1,active,monthly,0,2024-03-16,,2024-03-16 00:00:00,2024-12-31 00:00:00
sub_592951,cust_492292,3,churned,monthly,0,2024-02-05,2024-09-18,2024-02-05 00:00:00,2024-09-18 00:00:00
sub_740907,cust_190025,2,active,monthly,29,2023-04-29,,2023-04-29 00:00:00,2024-12-31 00:00:00
sub_217825,cust_857065,2,active,annual,29,2024-04-08,,2024-04-08 00:00:00,2024-12-31 00:00:00
sub_792702,cust_876459,2,churned,monthly,0,2023-09-07,2024-06-02,2023-09-07 00:00:00,2024-06-02 00:00:00
sub_992325,cust_295440,3,active,annual,79,2024-10-17,,2024-10-17 00:00:00,2024-12-31 00:00:00
sub_531204,cust_325230,2,active,monthly,29,2023-07-30,,2023-07-30 00:00:00,2024-12-31 00:00:00
sub_469833,cust_219490,4,active,annual,199,2023-09-26,,2023-09-26 00:00:00,2024-12-31 00:00:00
sub_986552,cust_469082,2,churned,monthly,0,2024-04-13,2024-08-16,2024-04-13 00:00:00,2024-08-16 00:00:00
sub_931122,cust_223586,2,active,monthly,29,2023-09-02,,2023-09-02 00:00:00,2024-12-31 00:00:00
sub_971861,cust_294776,3,active,monthly,79,2024-05-13,,2024-05-13 00:00:00,2024-12-31 00:00:00
sub_787919,cust_429861,2,active,monthly,29,2024-04-06,,2024-04-06 00:00:00,2024-12-31 00:00:00
sub_621178,cust_619013,4,active,annual,199,2024-02-23,,2024-02-23 00:00:00,2024-12-31 00:00:00
sub_613604,cust_406278,2,churned,monthly,0,2023-02-03,2023-08-04,2023-02-03 00:00:00,2023-08-04 00:00:00
sub_426584,cust_219754,4,active,annual,199,2023-10-02,,2023-10-02 00:00:00,2024-12-31 00:00:00
sub_639420,cust_207391,1,active,monthly,0,2024-10-31,,2024-10-31 00:00:00,2024-12-31 00:00:00
sub_493935,cust_951327,2,churned,monthly,0,2023-08-31,2024-01-02,2023-08-31 00:00:00,2024-01-02 00:00:00
sub_756581,cust_922974,3,active,annual,79,2023-07-31,,2023-07-31 00:00:00,2024-12-31 00:00:00
sub_595043,cust_403387,4,churned,monthly,0,2024-08-09,2024-12-14,2024-08-09 00:00:00,2024-12-14 00:00:00
sub_593348,cust_162165,2,churned,monthly,0,2023-10-11,2024-07-11,2023-10-11 00:00:00,2024-07-11 00:00:00
sub_114815,cust_613234,2,active,annual,29,2023-05-26,,2023-05-26 00:00:00,2024-12-31 00:00:00
sub_946514,cust_828449,2,active,annual,29,2024-01-13,,2024-01-13 00:00:00,2024-12-31 00:00:00
sub_417255,cust_796405,2,active,monthly,29,2024-01-02,,2024-01-02 00:00:00,2024-12-31 00:00:00
sub_845902,cust_673896,2,active,monthly,29,2024-08-14,,2024-08-14 00:00:00,2024-12-31 00:00:00
sub_783768,cust_581906,4,active,monthly,199,2023-01-17,,2023-01-17 00:00:00,2024-12-31 00:00:00
sub_387492,cust_781571,3,churned,monthly,0,2023-11-06,2024-08-23,2023-11-06 00:00:00,2024-08-23 00:00:00
sub_847960,cust_273565,2,active,monthly,29,2023-02-23,,2023-02-23 00:00:00,2024-12-31 00:00:00
sub_529131,cust_599968,4,active,monthly,199,2023-03-21,,2023-03-21 00:00:00,2024-12-31 00:00:00
sub_840204,cust_542828,1,active,monthly,0,2023-05-16,,2023-05-16 00:00:00,2024-12-31 00:00:00
sub_969793,cust_501312,3,churned,monthly,0,2023-05-17,2024-11-26,2023-05-17 00:00:00,2024-11-26 00:00:00
sub_761770,cust_323404,2,active,monthly,29,2024-10-05,,2024-10-05 00:00:00,2024-12-31 00:00:00
sub_691155,cust_229139,3,active,monthly,79,2024-08-26,,2024-08-26 00:00:00,2024-12-31 00:00:00
sub_108281,cust_730193,4,active,monthly,199,2024-09-06,,2024-09-06 00:00:00,2024-12-31 00:00:00
sub_421153,cust_297810,3,active,monthly,79,2024-02-06,,2024-02-06 00:00:00,2024-12-31 00:00:00
sub_858510,cust_722780,3,active,monthly,79,2023-03-14,,2023-03-14 00:00:00,2024-12-31 00:00:00
sub_931377,cust_483162,2,churned,annual,0,2024-07-13,2024-12-26,2024-07-13 00:00:00,2024-12-26 00:00:00
sub_280426,cust_163406,3,active,monthly,79,2024-02-12,,2024-02-12 00:00:00,2024-12-31 00:00:00
sub_971730,cust_745972,1,active,monthly,0,2023-06-06,,2023-06-06 00:00:00,2024-12-31 00:00:00
sub_181023,cust_900298,4,active,monthly,199,2024-10-27,,2024-10-27 00:00:00,2024-12-31 00:00:00
sub_297101,cust_221620,3,active,monthly,79,2024-04-09,,2024-04-09 00:00:00,2024-12-31 00:00:00
sub_136518,cust_111901,4,active,monthly,199,2023-06-17,,2023-06-17 00:00:00,2024-12-31 00:00:00
sub_878111,cust_381819,2,churned,monthly,0,2023-05-01,2024-11-22,2023-05-01 00:00:00,2024-11-22 00:00:00
sub_582607,cust_635593,2,churned,monthly,0,2024-01-04,2024-10-02,2024-01-04 00:00:00,2024-10-02 00:00:00
sub_137345,cust_876764,1,active,monthly,0,2024-06-05,,2024-06-05 00:00:00,2024-12-31 00:00:00
sub_552041,cust_999138,4,active,annual,199,2023-02-06,,2023-02-06 00:00:00,2024-12-31 00:00:00
sub_698626,cust_384434,3,churned,monthly,0,2023-03-21,2024-08-29,2023-03-21 00:00:00,2024-08-29 00:00:00
sub_789137,cust_172274,4,churned,monthly,0,2024-04-21,2024-12-06,2024-04-21 00:00:00,2024-12-06 00:00:00
sub_738914,cust_418672,2,active,annual,29,2024-09-29,,2024-09-29 00:00:00,2024-12-31 00:00:00
sub_684745,cust_357034,3,active,monthly,79,2023-06-04,,2023-06-04 00:00:00,2024-12-31 00:00:00
sub_131000,cust_789233,4,active,monthly,199,2024-01-21,,2024-01-21 00:00:00,2024-12-31 00:00:00
sub_663706,cust_249289,2,active,monthly,29,2023-10-14,,2023-10-14 00:00:00,2024-12-31 00:00:00
sub_760891,cust_708982,1,active,monthly,0,2023-04-08,,2023-04-08 00:00:00,2024-12-31 00:00:00
sub_501975,cust_405844,4,active,monthly,199,2023-09-25,,2023-09-25 00:00:00,2024-12-31 00:00:00
sub_817606,cust_312559,2,active,monthly,29,2023-05-20,,2023-05-20 00:00:00,2024-12-31 00:00:00
sub_772534,cust_317722,3,churned,monthly,0,2024-04-07,2024-06-24,2024-04-07 00:00:00,2024-06-24 00:00:00
sub_526085,cust_142288,2,churned,annual,0,2023-08-09,2023-10-22,2023-08-09 00:00:00,2023-10-22 00:00:00
sub_850755,cust_282313,2,active,monthly,29,2023-02-01,,2023-02-01 00:00:00,2024-12-31 00:00:00
sub_580501,cust_112537,2,active,annual,29,2023-03-05,,2023-03-05 00:00:00,2024-12-31 00:00:00
sub_805983,cust_952227,4,churned,monthly,0,2023-03-18,2023-09-05,2023-03-18 00:00:00,2023-09-05 00:00:00
sub_255570,cust_447655,3,active,monthly,79,2023-05-06,,2023-05-06 00:00:00,2024-12-31 00:00:00
sub_114923,cust_547389,2,active,monthly,29,2023-06-26,,2023-06-26 00:00:00,2024-12-31 00:00:00
sub_632064,cust_778720,2,active,monthly,29,2023-10-30,,2023-10-30 00:00:00,2024-12-31 00:00:00
sub_647941,cust_935922,2,active,monthly,29,2024-06-22,,2024-06-22 00:00:00,2024-12-31 00:00:00
sub_305967,cust_608223,3,active,monthly,79,2023-12-19,,2023-12-19 00:00:00,2024-12-31 00:00:00
sub_915158,cust_394579,4,active,monthly,199,2023-03-01,,2023-03-01 00:00:00,2024-12-31 00:00:00
sub_106833,cust_955937,2,churned,monthly,0,2023-02-27,2023-07-09,2023-02-27 00:00:00,2023-07-09 00:00:00
sub_199161,cust_873959,2,active,annual,29,2024-01-03,,2024-01-03 00:00:00,2024-12-31 00:00:00
sub_698745,cust_616137,1,active,monthly,0,2024-07-09,,2024-07-09 00:00:00,2024-12-31 00:00:00
sub_785234,cust_743966,1,active,monthly,0,2023-07-26,,2023-07-26 00:00:00,2024-12-31 00:00:00
sub_105948,cust_248533,4,churned,annual,0,2023-04-24,2023-11-14,2023-04-24 00:00:00,2023-11-14 00:00:00
sub_851485,cust_438273,3,active,monthly,79,2023-05-20,,2023-05-20 00:00:00,2024-12-31 00:00:00
sub_821211,cust_827250,2,active,annual,29,2024-09-20,,2024-09-20 00:00:00,2024-12-31 00:00:00
sub_162198,cust_101885,4,active,monthly,199,2024-08-09,,2024-08-09 00:00:00,2024-12-31 00:00:00
sub_594761,cust_331625,2,active,monthly,29,2024-10-16,,2024-10-16 00:00:00,2024-12-31 00:00:00
sub_964352,cust_193035,4,active,monthly,199,2024-11-17,,2024-11-17 00:00:00,2024-12-31 00:00:00
sub_701975,cust_213282,1,active,monthly,0,2023-01-02,,2023-01-02 00:00:00,2024-12-31 00:00:00
sub_247083,cust_969067,4,active,monthly,199,2024-05-05,,2024-05-05 00:00:00,2024-12-31 00:00:00
sub_491616,cust_209812,2,active,monthly,29,2023-03-17,,2023-03-17 00:00:00,2024-12-31 00:00:00
sub_957479,cust_606186,4,churned,monthly,0,2023-02-01,2024-03-08,2023-02-01 00:00:00,2024-03-08 00:00:00
sub_257805,cust_529161,4,active,monthly,199,2024-07-21,,2024-07-21 00:00:00,2024-12-31 00:00:00
sub_849631,cust_980651,1,churned,annual,0,2024-05-17,2024-10-01,2024-05-17 00:00:00,2024-10-01 00:00:00
sub_666310,cust_126985,3,churned,monthly,0,2023-07-31,2024-12-08,2023-07-31 00:00:00,2024-12-08 00:00:00
sub_568516,cust_377877,3,active,monthly,79,2023-04-04,,2023-04-04 00:00:00,2024-12-31 00:00:00
sub_116929,cust_376195,3,active,monthly,79,2023-08-20,,2023-08-20 00:00:00,2024-12-31 00:00:00
sub_865071,cust_893202,3,active,monthly,79,2024-08-26,,2024-08-26 00:00:00,2024-12-31 00:00:00
sub_828833,cust_347088,1,active,monthly,0,2024-05-02,,2024-05-02 00:00:00,2024-12-31 00:00:00
sub_527456,cust_750403,2,active,monthly,29,2023-05-31,,2023-05-31 00:00:00,2024-12-31 00:00:00
sub_899541,cust_816308,3,active,monthly,79,2024-03-21,,2024-03-21 00:00:00,2024-12-31 00:00:00
sub_240934,cust_506951,4,active,annual,199,2024-07-23,,2024-07-23 00:00:00,2024-12-31 00:00:00
sub_231945,cust_539976,1,active,monthly,0,2023-04-26,,2023-04-26 00:00:00,2024-12-31 00:00:00
sub_762574,cust_399990,4,churned,monthly,0,2024-07-02,2024-08-19,2024-07-02 00:00:00,2024-08-19 00:00:00
sub_349382,cust_250840,4,active,monthly,199,2024-09-25,,2024-09-25 00:00:00,2024-12-31 00:00:00
sub_999343,cust_381631,2,active,monthly,29,2024-01-17,,2024-01-17 00:00:00,2024-12-31 00:00:00
sub_295370,cust_339030,3,active,monthly,79,2023-05-18,,2023-05-18 00:00:00,2024-12-31 00:00:00
sub_291482,cust_563173,2,active,monthly,29,2023-08-05,,2023-08-05 00:00:00,2024-12-31 00:00:00
sub_999987,cust_844037,2,active,monthly,29,2024-06-02,,2024-06-02 00:00:00,2024-12-31 00:00:00
sub_437558,cust_160426,2,churned,monthly,0,2023-09-13,2023-10-08,2023-09-13 00:00:00,2023-10-08 00:00:00
sub_869089,cust_229890,1,active,monthly,0,2024-11-28,,2024-11-28 00:00:00,2024-12-31 00:00:00
sub_250776,cust_978343,3,active,monthly,79,2023-09-22,,2023-09-22 00:00:00,2024-12-31 00:00:00
sub_111292,cust_332103,2,active,monthly,29,2024-10-24,,2024-10-24 00:00:00,2024-12-31 00:00:00
sub_343459,cust_281614,1,active,monthly,0,2024-09-07,,2024-09-07 00:00:00,2024-12-31 00:00:00
sub_261141,cust_992952,3,active,monthly,79,2023-12-24,,2023-12-24 00:00:00,2024-12-31 00:00:00
sub_867305,cust_794530,4,active,monthly,199,2024-01-19,,2024-01-19 00:00:00,2024-12-31 00:00:00
sub_363895,cust_440930,3,churned,monthly,0,2023-10-11,2024-03-29,2023-10-11 00:00:00,2024-03-29 00:00:00
sub_619020,cust_944554,4,active,monthly,199,2024-09-06,,2024-09-06 00:00:00,2024-12-31 00:00:00
sub_940848,cust_507135,3,active,monthly,79,2023-02-06,,2023-02-06 00:00:00,2024-12-31 00:00:00
sub_990691,cust_598844,3,active,annual,79,2024-11-18,,2024-11-18 00:00:00,2024-12-31 00:00:00
sub_469495,cust_876909,4,active,annual,199,2023-09-22,,2023-09-22 00:00:00,2024-12-31 00:00:00
sub_431910,cust_880360,3,active,annual,79,2023-11-11,,2023-11-11 00:00:00,2024-12-31 00:00:00
sub_116701,cust_711922,2,active,monthly,29,2024-08-17,,2024-08-17 00:00:00,2024-12-31 00:00:00
sub_893531,cust_995735,3,active,monthly,79,2023-06-04,,2023-06-04 00:00:00,2024-12-31 00:00:00
sub_127639,cust_916779,3,active,monthly,79,2023-03-24,,2023-03-24 00:00:00,2024-12-31 00:00:00
sub_942453,cust_276795,2,active,annual,29,2024-08-13,,2024-08-13 00:00:00,2024-12-31 00:00:00
sub_180782,cust_600590,2,active,annual,29,2024-01-28,,2024-01-28 00:00:00,2024-12-31 00:00:00
sub_686149,cust_757128,1,active,monthly,0,2023-09-12,,2023-09-12 00:00:00,2024-12-31 00:00:00
sub_599779,cust_147939,3,active,annual,79,2023-11-02,,2023-11-02 00:00:00,2024-12-31 00:00:00
sub_446589,cust_476701,2,active,monthly,29,2023-07-12,,2023-07-12 00:00:00,2024-12-31 00:00:00
sub_193434,cust_122977,2,active,monthly,29,2024-08-26,,2024-08-26 00:00:00,2024-12-31 00:00:00
sub_830244,cust_150947,3,active,monthly,79,2024-08-31,,2024-08-31 00:00:00,2024-12-31 00:00:00
sub_623954,cust_365015,2,active,monthly,29,2024-04-30,,2024-04-30 00:00:00,2024-12-31 00:00:00
sub_684191,cust_753050,1,churned,monthly,0,2024-09-12,2024-11-14,2024-09-12 00:00:00,2024-11-14 00:00:00
sub_938900,cust_621917,2,churned,annual,0,2023-07-23,2024-12-24,2023-07-23 00:00:00,2024-12-24 00:00:00
sub_932199,cust_674765,3,active,annual,79,2024-05-23,,2024-05-23 00:00:00,2024-12-31 00:00:00
sub_742978,cust_801520,2,active,annual,29,2024-05-20,,2024-05-20 00:00:00,2024-12-31 00:00:00
sub_932625,cust_410401,1,active,monthly,0,2023-09-28,,2023-09-28 00:00:00,2024-12-31 00:00:00
sub_407189,cust_874415,4,active,annual,199,2023-04-29,,2023-04-29 00:00:00,2024-12-31 00:00:00
sub_297382,cust_558976,4,active,monthly,199,2024-09-28,,2024-09-28 00:00:00,2024-12-31 00:00:00
sub_633458,cust_976303,4,active,monthly,199,2024-01-30,,2024-01-30 00:00:00,2024-12-31 00:00:00
sub_404550,cust_985364,2,churned,monthly,0,2023-06-13,2024-03-28,2023-06-13 00:00:00,2024-03-28 00:00:00
sub_751966,cust_741055,3,active,monthly,79,2023-01-30,,2023-01-30 00:00:00,2024-12-31 00:00:00
sub_876043,cust_166412,3,active,monthly,79,2023-09-25,,2023-09-25 00:00:00,2024-12-31 00:00:00
sub_293439,cust_802382,3,active,monthly,79,2023-12-13,,2023-12-13 00:00:00,2024-12-31 00:00:00
sub_145883,cust_772561,3,active,monthly,79,2024-01-30,,2024-01-30 00:00:00,2024-12-31 00:00:00
sub_730886,cust_619920,1,churned,monthly,0,2023-06-19,2024-08-01,2023-06-19 00:00:00,2024-08-01 00:00:00
sub_660226,cust_522866,2,churned,monthly,0,2023-08-29,2024-02-08,2023-08-29 00:00:00,2024-02-08 00:00:00
sub_953232,cust_881439,1,active,monthly,0,2024-10-31,,2024-10-31 00:00:00,2024-12-31 00:00:00
sub_691018,cust_633030,2,active,monthly,29,2024-07-29,,2024-07-29 00:00:00,2024-12-31 00:00:00
sub_396189,cust_904694,3,active,monthly,79,2024-09-26,,2024-09-26 00:00:00,2024-12-31 00:00:00
sub_816052,cust_970196,3,active,monthly,79,2024-10-10,,2024-10-10 00:00:00,2024-12-31 00:00:00
sub_602403,cust_856609,1,active,annual,0,2024-02-24,,2024-02-24 00:00:00,2024-12-31 00:00:00
sub_369705,cust_851606,3,active,annual,79,2023-12-13,,2023-12-13 00:00:00,2024-12-31 00:00:00
sub_541597,cust_790441,2,active,annual,29,2024-08-26,,2024-08-26 00:00:00,2024-12-31 00:00:00
sub_586032,cust_633025,2,active,monthly,29,2023-07-01,,2023-07-01 00:00:00,2024-12-31 00:00:00
sub_153357,cust_503348,4,churned,monthly,0,2024-03-04,2024-09-26,2024-03-04 00:00:00,2024-09-26 00:00:00
sub_799393,cust_532794,4,active,monthly,199,2024-09-08,,2024-09-08 00:00:00,2024-12-31 00:00:00
sub_258002,cust_327900,2,active,monthly,29,2023-07-25,,2023-07-25 00:00:00,2024-12-31 00:00:00
sub_711790,cust_628370,4,active,annual,199,2024-07-09,,2024-07-09 00:00:00,2024-12-31 00:00:00
sub_259401,cust_537757,4,active,monthly,199,2024-11-21,,2024-11-21 00:00:00,2024-12-31 00:00:00
sub_265969,cust_155642,1,active,monthly,0,2024-11-17,,2024-11-17 00:00:00,2024-12-31 00:00:00
sub_823479,cust_922458,2,active,annual,29,2023-10-30,,2023-10-30 00:00:00,2024-12-31 00:00:00
sub_615655,cust_878476,3,active,annual,79,2024-10-24,,2024-10-24 00:00:00,2024-12-31 00:00:00
sub_189139,cust_506380,2,active,annual,29,2024-03-02,,2024-03-02 00:00:00,2024-12-31 00:00:00
sub_471942,cust_564586,3,active,monthly,79,2023-08-19,,2023-08-19 00:00:00,2024-12-31 00:00:00
sub_886429,cust_302897,3,active,annual,79,2023-10-29,,2023-10-29 00:00:00,2024-12-31 00:00:00
sub_995092,cust_392670,2,active,annual,29,2024-07-23,,2024-07-23 00:00:00,2024-12-31 00:00:00
sub_679215,cust_438302,3,active,monthly,79,2024-09-03,,2024-09-03 00:00:00,2024-12-31 00:00:00
sub_633506,cust_842057,3,churned,annual,0,2023-11-22,2024-08-07,2023-11-22 00:00:00,2024-08-07 00:00:00
sub_457705,cust_466375,1,active,annual,0,2023-08-15,,2023-08-15 00:00:00,2024-12-31 00:00:00
sub_599168,cust_888669,1,active,annual,0,2024-10-26,,2024-10-26 00:00:00,2024-12-31 00:00:00
sub_564012,cust_436526,1,active,monthly,0,2024-01-26,,2024-01-26 00:00:00,2024-12-31 00:00:00
sub_771712,cust_610451,4,active,monthly,199,2023-02-14,,2023-02-14 00:00:00,2024-12-31 00:00:00
sub_488438,cust_659106,2,churned,monthly,0,2023-01-08,2023-06-17,2023-01-08 00:00:00,2023-06-17 00:00:00
sub_584064,cust_969005,4,active,monthly,199,2024-03-21,,2024-03-21 00:00:00,2024-12-31 00:00:00
sub_539979,cust_156904,2,churned,annual,0,2023-07-02,2024-07-05,2023-07-02 00:00:00,2024-07-05 00:00:00
sub_970085,cust_431773,4,active,annual,199,2023-01-18,,2023-01-18 00:00:00,2024-12-31 00:00:00
sub_741337,cust_176115,2,churned,monthly,0,2024-01-02,2024-09-17,2024-01-02 00:00:00,2024-09-17 00:00:00
sub_358064,cust_132316,2,active,monthly,29,2024-04-30,,2024-04-30 00:00:00,2024-12-31 00:00:00
sub_705258,cust_810189,4,active,annual,199,2024-10-25,,2024-10-25 00:00:00,2024-12-31 00:00:00
sub_842501,cust_663244,1,active,monthly,0,2024-07-14,,2024-07-14 00:00:00,2024-12-31 00:00:00
sub_635780,cust_249375,1,churned,annual,0,2023-06-14,2024-01-21,2023-06-14 00:00:00,2024-01-21 00:00:00
sub_929718,cust_675512,3,active,annual,79,2024-04-17,,2024-04-17 00:00:00,2024-12-31 00:00:00
sub_689171,cust_474486,3,active,monthly,79,2023-05-12,,2023-05-12 00:00:00,2024-12-31 00:00:00
sub_783288,cust_791454,3,active,monthly,79,2023-11-10,,2023-11-10 00:00:00,2024-12-31 00:00:00
sub_398595,cust_332286,2,active,monthly,29,2024-10-18,,2024-10-18 00:00:00,2024-12-31 00:00:00
sub_154970,cust_610626,2,active,annual,29,2024-07-18,,2024-07-18 00:00:00,2024-12-31 00:00:00
sub_514751,cust_757057,4,active,monthly,199,2023-03-20,,2023-03-20 00:00:00,2024-12-31 00:00:00
sub_266786,cust_138436,4,active,monthly,199,2024-07-18,,2024-07-18 00:00:00,2024-12-31 00:00:00
sub_144454,cust_718241,2,churned,monthly,0,2023-10-25,2024-06-08,2023-10-25 00:00:00,2024-06-08 00:00:00
sub_802170,cust_743863,2,active,annual,29,2024-12-01,,2024-12-01 00:00:00,2024-12-31 00:00:00
sub_142079,cust_867562,1,churned,monthly,0,2024-05-10,2024-09-25,2024-05-10 00:00:00,2024-09-25 00:00:00
sub_485999,cust_929906,3,active,monthly,79,2024-01-05,,2024-01-05 00:00:00,2024-12-31 00:00:00
sub_372988,cust_764343,3,churned,monthly,0,2023-10-08,2023-12-29,2023-10-08 00:00:00,2023-12-29 00:00:00
sub_314528,cust_181618,2,active,monthly,29,2024-06-13,,2024-06-13 00:00:00,2024-12-31 00:00:00
sub_722076,cust_106918,2,churned,annual,0,2024-05-28,2024-08-20,2024-05-28 00:00:00,2024-08-20 00:00:00
sub_984539,cust_852146,4,active,monthly,199,2023-05-02,,2023-05-02 00:00:00,2024-12-31 00:00:00
sub_998803,cust_778700,2,active,monthly,29,2024-02-25,,2024-02-25 00:00:00,2024-12-31 00:00:00
sub_179796,cust_158627,4,active,monthly,199,2023-06-20,,2023-06-20 00:00:00,2024-12-31 00:00:00
sub_553496,cust_793889,2,active,annual,29,2023-10-18,,2023-10-18 00:00:00,2024-12-31 00:00:00
sub_312544,cust_933215,2,active,annual,29,2024-08-19,,2024-08-19 00:00:00,2024-12-31 00:00:00
sub_949717,cust_496583,1,active,monthly,0,2024-01-30,,2024-01-30 00:00:00,2024-12-31 00:00:00
sub_491399,cust_286040,3,active,monthly,79,2024-05-02,,2024-05-02 00:00:00,2024-12-31 00:00:00
sub_904586,cust_732789,4,active,monthly,199,2024-07-06,,2024-07-06 00:00:00,2024-12-31 00:00:00
sub_448970,cust_549793,4,active,annual,199,2023-08-23,,2023-08-23 00:00:00,2024-12-31 00:00:00
sub_644807,cust_600318,1,active,monthly,0,2023-08-27,,2023-08-27 00:00:00,2024-12-31 00:00:00
sub_886249,cust_647923,3,active,monthly,79,2023-05-01,,2023-05-01 00:00:00,2024-12-31 00:00:00
sub_124647,cust_713805,3,active,monthly,79,2023-09-17,,2023-09-17 00:00:00,2024-12-31 00:00:00
sub_766076,cust_921861,2,active,monthly,29,2024-07-24,,2024-07-24 00:00:00,2024-12-31 00:00:00
sub_435158,cust_871523,2,churned,monthly,0,2023-05-22,2024-07-20,2023-05-22 00:00:00,2024-07-20 00:00:00
sub_191046,cust_454877,4,active,monthly,199,2024-07-17,,2024-07-17 00:00:00,2024-12-31 00:00:00
sub_136010,cust_594580,1,churned,monthly,0,2024-09-06,2024-12-04,2024-09-06 00:00:00,2024-12-04 00:00:00
sub_808043,cust_743789,3,active,annual,79,2024-11-02,,2024-11-02 00:00:00,2024-12-31 00:00:00
sub_172456,cust_991884,3,active,monthly,79,2024-11-03,,2024-11-03 00:00:00,2024-12-31 00:00:00
sub_830994,cust_477214,1,churned,monthly,0,2023-09-02,2024-11-26,2023-09-02 00:00:00,2024-11-26 00:00:00
sub_146005,cust_642892,3,churned,monthly,0,2023-01-16,2024-05-26,2023-01-16 00:00:00,2024-05-26 00:00:00
sub_486178,cust_389939,2,active,monthly,29,2023-08-20,,2023-08-20 00:00:00,2024-12-31 00:00:00
sub_698129,cust_175902,2,active,monthly,29,2024-05-30,,2024-05-30 00:00:00,2024-12-31 00:00:00
sub_170064,cust_495397,4,active,annual,199,2024-07-30,,2024-07-30 00:00:00,2024-12-31 00:00:00
sub_239685,cust_370343,2,active,annual,29,2023-03-11,,2023-03-11 00:00:00,2024-12-31 00:00:00
sub_638322,cust_110195,1,churned,annual,0,2023-09-27,2024-08-24,2023-09-27 00:00:00,2024-08-24 00:00:00
sub_129009,cust_470711,3,active,monthly,79,2023-08-12,,2023-08-12 00:00:00,2024-12-31 00:00:00
sub_487470,cust_353814,1,active,monthly,0,2023-09-29,,2023-09-29 00:00:00,2024-12-31 00:00:00
sub_658617,cust_795650,1,active,monthly,0,2024-05-19,,2024-05-19 00:00:00,2024-12-31 00:00:00
sub_351044,cust_702427,2,active,monthly,29,2023-10-09,,2023-10-09 00:00:00,2024-12-31 00:00:00
sub_847237,cust_543732,1,active,monthly,0,2024-05-04,,2024-05-04 00:00:00,2024-12-31 00:00:00
sub_493214,cust_582418,1,churned,monthly,0,2023-11-20,2024-11-21,2023-11-20 00:00:00,2024-11-21 00:00:00
sub_367188,cust_675210,2,active,annual,29,2023-09-27,,2023-09-27 00:00:00,2024-12-31 00:00:00
sub_143027,cust_490394,3,churned,annual,0,2024-01-09,2024-08-04,2024-01-09 00:00:00,2024-08-04 00:00:00
sub_854525,cust_943146,3,churned,monthly,0,2023-08-30,2024-04-14,2023-08-30 00:00:00,2024-04-14 00:00:00
sub_280189,cust_541996,3,active,annual,79,2024-05-26,,2024-05-26 00:00:00,2024-12-31 00:00:00
sub_353781,cust_695417,4,churned,monthly,0,2023-02-18,2024-08-01,2023-02-18 00:00:00,2024-08-01 00:00:00
