touch_id,customer_id,channel_id,touch_date,touch_type,landing_page,utm_campaign,conversion_date
touch_7179525,cust_529322,4,2024-07-25 00:00:00,visit,/pricing,,2024-08-11 00:00:00
touch_1837741,cust_918164,1,2024-05-29 00:00:00,visit,/blog,campaign_35,2024-07-18 00:00:00
touch_9089921,cust_269834,8,2023-10-20 00:00:00,click,/blog,,2023-11-27 00:00:00
touch_1003987,cust_269834,4,2023-10-27 00:00:00,demo_request,/features,,2023-11-27 00:00:00
touch_6158270,cust_269834,1,2023-11-04 00:00:00,visit,/demo,campaign_11,2023-11-27 00:00:00
touch_9411652,cust_269834,4,2023-11-11 00:00:00,form_submit,/home,,2023-11-27 00:00:00
touch_6779320,cust_269834,4,2023-11-19 00:00:00,form_submit,/pricing,,2023-11-27 00:00:00
touch_7215142,cust_269834,8,2023-11-27 00:00:00,click,/blog,,2023-11-27 00:00:00
touch_7204114,cust_387782,4,2023-04-28 00:00:00,visit,/home,,2023-05-09 00:00:00
touch_3634041,cust_387782,1,2023-04-30 00:00:00,form_submit,/demo,campaign_6,2023-05-09 00:00:00
touch_8343622,cust_387782,1,2023-05-02 00:00:00,demo_request,/blog,campaign_31,2023-05-09 00:00:00
touch_6796972,cust_387782,5,2023-05-04 00:00:00,visit,/case-studies,,2023-05-09 00:00:00
touch_4494092,cust_387782,3,2023-05-06 00:00:00,demo_request,/case-studies,campaign_45,2023-05-09 00:00:00
touch_9901963,cust_387782,4,2023-05-09 00:00:00,form_submit,/home,,2023-05-09 00:00:00
touch_2708399,cust_855638,6,2024-08-13 00:00:00,click,/home,,2024-09-11 00:00:00
touch_1699855,cust_377511,4,2024-09-20 00:00:00,form_submit,/case-studies,,2024-10-28 00:00:00
touch_4570879,cust_606404,4,2023-08-28 00:00:00,click,/pricing,,2023-09-08 00:00:00
touch_3439394,cust_606404,4,2023-08-30 00:00:00,content_download,/blog,,2023-09-08 00:00:00
touch_5449793,cust_606404,4,2023-09-01 00:00:00,content_download,/pricing,,2023-09-08 00:00:00
touch_4406862,cust_606404,4,2023-09-03 00:00:00,visit,/blog,,2023-09-08 00:00:00
touch_7201405,cust_606404,8,2023-09-05 00:00:00,click,/pricing,,2023-09-08 00:00:00
touch_7299406,cust_606404,4,2023-09-08 00:00:00,visit,/features,,2023-09-08 00:00:00
touch_1761129,cust_736129,2,2023-05-09 00:00:00,content_download,/home,campaign_10,2023-05-28 00:00:00
touch_3065246,cust_736129,2,2023-05-12 00:00:00,click,/demo,campaign_14,2023-05-28 00:00:00
touch_5984128,cust_736129,5,2023-05-15 00:00:00,demo_request,/home,,2023-05-28 00:00:00
touch_6250224,cust_736129,1,2023-05-18 00:00:00,demo_request,/home,campaign_37,2023-05-28 00:00:00
touch_8218461,cust_736129,2,2023-05-21 00:00:00,content_download,/blog,campaign_19,2023-05-28 00:00:00
touch_8225598,cust_736129,7,2023-05-24 00:00:00,form_submit,/pricing,,2023-05-28 00:00:00
touch_4270865,cust_736129,3,2023-05-28 00:00:00,visit,/case-studies,campaign_20,2023-05-28 00:00:00
touch_5696756,cust_211341,9,2023-10-03 00:00:00,form_submit,/demo,,2023-11-23 00:00:00
touch_2968651,cust_211341,4,2023-10-13 00:00:00,form_submit,/home,,2023-11-23 00:00:00
touch_6362242,cust_211341,6,2023-10-23 00:00:00,visit,/features,,2023-11-23 00:00:00
touch_4904235,cust_211341,3,2023-11-02 00:00:00,visit,/blog,campaign_29,2023-11-23 00:00:00
touch_9034996,cust_211341,5,2023-11-12 00:00:00,content_download,/pricing,,2023-11-23 00:00:00
touch_1777932,cust_211341,2,2023-11-23 00:00:00,click,/pricing,campaign_1,2023-11-23 00:00:00
touch_4724852,cust_538446,2,2023-08-27 00:00:00,demo_request,/blog,campaign_41,2023-09-12 00:00:00
touch_2738870,cust_538446,6,2023-08-31 00:00:00,demo_request,/demo,,2023-09-12 00:00:00
touch_3435644,cust_538446,1,2023-09-04 00:00:00,form_submit,/home,campaign_40,2023-09-12 00:00:00
touch_3576306,cust_538446,5,2023-09-08 00:00:00,content_download,/home,,2023-09-12 00:00:00
touch_1406861,cust_538446,8,2023-09-12 00:00:00,form_submit,/pricing,,2023-09-12 00:00:00
touch_6087061,cust_423528,3,2024-04-23 00:00:00,content_download,/home,campaign_32,2024-05-24 00:00:00
touch_7521275,cust_423528,5,2024-04-28 00:00:00,visit,/case-studies,,2024-05-24 00:00:00
touch_6276068,cust_423528,1,2024-05-03 00:00:00,content_download,/case-studies,campaign_33,2024-05-24 00:00:00
touch_8157504,cust_423528,5,2024-05-08 00:00:00,click,/demo,,2024-05-24 00:00:00
touch_6988179,cust_423528,4,2024-05-13 00:00:00,click,/demo,,2024-05-24 00:00:00
touch_1971131,cust_423528,1,2024-05-18 00:00:00,demo_request,/blog,campaign_10,2024-05-24 00:00:00
touch_1724135,cust_423528,3,2024-05-24 00:00:00,demo_request,/demo,campaign_2,2024-05-24 00:00:00
touch_3847525,cust_618934,5,2024-07-20 00:00:00,form_submit,/demo,,2024-09-03 00:00:00
touch_8830137,cust_618934,2,2024-09-03 00:00:00,form_submit,/home,campaign_34,2024-09-03 00:00:00
touch_9506193,cust_900961,1,2024-02-02 00:00:00,content_download,/pricing,campaign_26,2024-02-17 00:00:00
touch_3917003,cust_900961,4,2024-02-04 00:00:00,demo_request,/case-studies,,2024-02-17 00:00:00
touch_8107132,cust_900961,5,2024-02-07 00:00:00,demo_request,/blog,,2024-02-17 00:00:00
touch_1231049,cust_900961,3,2024-02-09 00:00:00,content_download,/demo,campaign_33,2024-02-17 00:00:00
touch_9784207,cust_900961,5,2024-02-12 00:00:00,visit,/pricing,,2024-02-17 00:00:00
touch_1787685,cust_900961,4,2024-02-14 00:00:00,form_submit,/case-studies,,2024-02-17 00:00:00
touch_5467089,cust_900961,3,2024-02-17 00:00:00,content_download,/features,campaign_33,2024-02-17 00:00:00
touch_2259609,cust_901535,5,2024-06-13 00:00:00,content_download,/blog,,2024-07-17 00:00:00
touch_2692200,cust_684929,4,2023-12-24 00:00:00,demo_request,/blog,,2024-01-10 00:00:00
touch_8430054,cust_684929,6,2024-01-01 00:00:00,visit,/pricing,,2024-01-10 00:00:00
touch_2045024,cust_684929,4,2024-01-10 00:00:00,demo_request,/pricing,,2024-01-10 00:00:00
touch_6800654,cust_644559,5,2024-03-01 00:00:00,form_submit,/features,,2024-04-12 00:00:00
touch_8651315,cust_644559,7,2024-03-11 00:00:00,demo_request,/blog,,2024-04-12 00:00:00
touch_5558809,cust_644559,1,2024-03-22 00:00:00,demo_request,/pricing,campaign_13,2024-04-12 00:00:00
touch_6340512,cust_644559,2,2024-04-01 00:00:00,demo_request,/demo,campaign_45,2024-04-12 00:00:00
touch_3273270,cust_644559,4,2024-04-12 00:00:00,content_download,/home,,2024-04-12 00:00:00
touch_9461660,cust_983532,6,2023-10-21 00:00:00,visit,/demo,,2023-11-03 00:00:00
touch_7962913,cust_983532,5,2023-10-27 00:00:00,form_submit,/home,,2023-11-03 00:00:00
touch_8994929,cust_983532,6,2023-11-03 00:00:00,form_submit,/pricing,,2023-11-03 00:00:00
touch_1144522,cust_447329,5,2024-10-11 00:00:00,click,/demo,,2024-11-20 00:00:00
touch_5046844,cust_787436,5,2024-06-28 00:00:00,content_download,/home,,2024-08-15 00:00:00
touch_9822878,cust_787436,1,2024-07-22 00:00:00,demo_request,/demo,campaign_2,2024-08-15 00:00:00
touch_2347136,cust_787436,1,2024-08-15 00:00:00,form_submit,/features,campaign_32,2024-08-15 00:00:00
touch_8375413,cust_254954,8,2024-11-06 00:00:00,click,/case-studies,,2024-11-28 00:00:00
touch_3803279,cust_254954,8,2024-11-28 00:00:00,visit,/demo,,2024-11-28 00:00:00
touch_5622848,cust_313795,2,2024-01-25 00:00:00,form_submit,/pricing,campaign_13,2024-02-25 00:00:00
touch_9334594,cust_313795,7,2024-01-31 00:00:00,demo_request,/pricing,,2024-02-25 00:00:00
touch_1654641,cust_313795,4,2024-02-06 00:00:00,form_submit,/case-studies,,2024-02-25 00:00:00
touch_9012676,cust_313795,7,2024-02-12 00:00:00,content_download,/demo,,2024-02-25 00:00:00
touch_9856305,cust_313795,1,2024-02-18 00:00:00,form_submit,/home,campaign_29,2024-02-25 00:00:00
touch_7727219,cust_313795,8,2024-02-25 00:00:00,form_submit,/home,,2024-02-25 00:00:00
touch_5937576,cust_688132,3,2023-11-01 00:00:00,content_download,/demo,campaign_9,2023-11-29 00:00:00
touch_9150018,cust_688132,3,2023-11-29 00:00:00,demo_request,/case-studies,campaign_21,2023-11-29 00:00:00
touch_6303203,cust_855944,2,2024-10-31 00:00:00,form_submit,/case-studies,campaign_20,2024-11-28 00:00:00
touch_6605273,cust_855944,1,2024-11-04 00:00:00,demo_request,/demo,campaign_26,2024-11-28 00:00:00
touch_3997343,cust_855944,4,2024-11-09 00:00:00,demo_request,/blog,,2024-11-28 00:00:00
touch_8771608,cust_855944,1,2024-11-14 00:00:00,click,/pricing,campaign_46,2024-11-28 00:00:00
touch_5551796,cust_855944,4,2024-11-18 00:00:00,visit,/demo,,2024-11-28 00:00:00
touch_2659151,cust_855944,5,2024-11-23 00:00:00,form_submit,/features,,2024-11-28 00:00:00
touch_9669861,cust_855944,2,2024-11-28 00:00:00,click,/demo,campaign_46,2024-11-28 00:00:00
touch_9818345,cust_412071,5,2023-09-11 00:00:00,click,/pricing,,2023-10-23 00:00:00
touch_4403907,cust_412071,5,2023-09-25 00:00:00,demo_request,/case-studies,,2023-10-23 00:00:00
touch_9803627,cust_412071,6,2023-10-09 00:00:00,content_download,/pricing,,2023-10-23 00:00:00
touch_5242695,cust_412071,5,2023-10-23 00:00:00,content_download,/case-studies,,2023-10-23 00:00:00
touch_8226445,cust_809489,3,2024-06-22 00:00:00,visit,/home,campaign_15,2024-07-10 00:00:00
touch_7256649,cust_809489,3,2024-06-25 00:00:00,content_download,/features,campaign_42,2024-07-10 00:00:00
touch_6237113,cust_809489,4,2024-06-28 00:00:00,click,/demo,,2024-07-10 00:00:00
touch_2328791,cust_809489,5,2024-07-01 00:00:00,form_submit,/blog,,2024-07-10 00:00:00
touch_3443744,cust_809489,1,2024-07-04 00:00:00,content_download,/pricing,campaign_41,2024-07-10 00:00:00
touch_7690564,cust_809489,3,2024-07-07 00:00:00,visit,/home,campaign_47,2024-07-10 00:00:00
touch_8179914,cust_809489,3,2024-07-10 00:00:00,content_download,/features,campaign_25,2024-07-10 00:00:00
touch_1608334,cust_182868,1,2023-11-07 00:00:00,demo_request,/home,campaign_1,2023-12-21 00:00:00
touch_7580491,cust_243941,2,2023-03-08 00:00:00,form_submit,/case-studies,campaign_38,2023-04-22 00:00:00
touch_6217409,cust_533377,5,2023-11-09 00:00:00,click,/home,,2023-12-05 00:00:00
touch_8961969,cust_533377,1,2023-11-14 00:00:00,demo_request,/features,campaign_26,2023-12-05 00:00:00
touch_9236189,cust_533377,1,2023-11-19 00:00:00,form_submit,/case-studies,campaign_45,2023-12-05 00:00:00
touch_1071275,cust_533377,1,2023-11-24 00:00:00,form_submit,/pricing,campaign_46,2023-12-05 00:00:00
touch_9496767,cust_533377,1,2023-11-29 00:00:00,content_download,/case-studies,campaign_13,2023-12-05 00:00:00
touch_4326839,cust_533377,5,2023-12-05 00:00:00,click,/home,,2023-12-05 00:00:00
touch_7708598,cust_598807,9,2024-04-01 00:00:00,demo_request,/home,,2024-05-03 00:00:00
touch_8506704,cust_598807,1,2024-04-06 00:00:00,visit,/case-studies,campaign_35,2024-05-03 00:00:00
touch_7778269,cust_598807,5,2024-04-11 00:00:00,visit,/home,,2024-05-03 00:00:00
touch_2563746,cust_598807,6,2024-04-17 00:00:00,click,/case-studies,,2024-05-03 00:00:00
touch_1015592,cust_598807,8,2024-04-22 00:00:00,click,/features,,2024-05-03 00:00:00
touch_1376597,cust_598807,1,2024-04-27 00:00:00,content_download,/features,campaign_12,2024-05-03 00:00:00
touch_8690378,cust_598807,9,2024-05-03 00:00:00,content_download,/features,,2024-05-03 00:00:00
touch_7944046,cust_874568,5,2023-01-13 00:00:00,form_submit,/pricing,,2023-02-08 00:00:00
touch_6974905,cust_874568,8,2023-01-21 00:00:00,visit,/features,,2023-02-08 00:00:00
touch_5772244,cust_874568,9,2023-01-30 00:00:00,content_download,/demo,,2023-02-08 00:00:00
touch_5418842,cust_874568,7,2023-02-08 00:00:00,visit,/home,,2023-02-08 00:00:00
touch_7274822,cust_403528,5,2023-02-01 00:00:00,demo_request,/features,,2023-02-08 00:00:00
touch_9363994,cust_403528,1,2023-02-02 00:00:00,form_submit,/features,campaign_39,2023-02-08 00:00:00
touch_9280290,cust_403528,5,2023-02-03 00:00:00,form_submit,/blog,,2023-02-08 00:00:00
touch_4142286,cust_403528,8,2023-02-04 00:00:00,visit,/features,,2023-02-08 00:00:00
touch_6775808,cust_403528,5,2023-02-05 00:00:00,form_submit,/pricing,,2023-02-08 00:00:00
touch_9882151,cust_403528,9,2023-02-06 00:00:00,click,/pricing,,2023-02-08 00:00:00
touch_2660439,cust_403528,5,2023-02-08 00:00:00,content_download,/features,,2023-02-08 00:00:00
touch_3246451,cust_617904,2,2023-05-10 00:00:00,demo_request,/demo,campaign_30,2023-05-18 00:00:00
touch_5947807,cust_617904,5,2023-05-12 00:00:00,form_submit,/pricing,,2023-05-18 00:00:00
touch_3440745,cust_617904,2,2023-05-15 00:00:00,demo_request,/case-studies,campaign_20,2023-05-18 00:00:00
touch_8659624,cust_617904,1,2023-05-18 00:00:00,demo_request,/demo,campaign_32,2023-05-18 00:00:00
touch_8926360,cust_114768,6,2023-10-21 00:00:00,content_download,/pricing,,2023-12-12 00:00:00
touch_7599224,cust_114768,2,2023-11-03 00:00:00,form_submit,/blog,campaign_31,2023-12-12 00:00:00
touch_9555281,cust_114768,1,2023-11-16 00:00:00,click,/case-studies,campaign_50,2023-12-12 00:00:00
touch_1170666,cust_114768,2,2023-11-29 00:00:00,content_download,/demo,campaign_41,2023-12-12 00:00:00
touch_2249513,cust_114768,5,2023-12-12 00:00:00,visit,/home,,2023-12-12 00:00:00
touch_3914897,cust_190951,9,2024-01-04 00:00:00,demo_request,/blog,,2024-02-15 00:00:00
touch_5154550,cust_190951,1,2024-01-10 00:00:00,visit,/demo,campaign_41,2024-02-15 00:00:00
touch_3031751,cust_190951,2,2024-01-16 00:00:00,click,/blog,campaign_9,2024-02-15 00:00:00
touch_9487937,cust_190951,4,2024-01-22 00:00:00,form_submit,/blog,,2024-02-15 00:00:00
touch_1844106,cust_190951,4,2024-01-28 00:00:00,click,/features,,2024-02-15 00:00:00
touch_2198545,cust_190951,4,2024-02-03 00:00:00,visit,/features,,2024-02-15 00:00:00
touch_8878118,cust_190951,5,2024-02-09 00:00:00,demo_request,/blog,,2024-02-15 00:00:00
touch_7067659,cust_190951,9,2024-02-15 00:00:00,demo_request,/case-studies,,2024-02-15 00:00:00
touch_6884501,cust_890371,5,2023-09-10 00:00:00,content_download,/features,,2023-10-01 00:00:00
touch_3472743,cust_890371,9,2023-09-15 00:00:00,click,/features,,2023-10-01 00:00:00
touch_5449961,cust_890371,2,2023-09-20 00:00:00,form_submit,/home,campaign_46,2023-10-01 00:00:00
touch_1450071,cust_890371,7,2023-09-25 00:00:00,demo_request,/home,,2023-10-01 00:00:00
touch_4631518,cust_890371,5,2023-10-01 00:00:00,visit,/case-studies,,2023-10-01 00:00:00
touch_5906655,cust_588002,4,2023-09-28 00:00:00,click,/features,,2023-11-11 00:00:00
touch_5521161,cust_588002,8,2023-10-12 00:00:00,form_submit,/blog,,2023-11-11 00:00:00
touch_8928643,cust_588002,1,2023-10-27 00:00:00,click,/case-studies,campaign_47,2023-11-11 00:00:00
touch_3743713,cust_588002,1,2023-11-11 00:00:00,visit,/case-studies,campaign_7,2023-11-11 00:00:00
touch_3553301,cust_409369,8,2023-12-25 00:00:00,visit,/case-studies,,2024-01-12 00:00:00
touch_6357568,cust_409369,8,2024-01-12 00:00:00,form_submit,/features,,2024-01-12 00:00:00
touch_4647524,cust_593699,6,2024-05-23 00:00:00,content_download,/case-studies,,2024-07-04 00:00:00
touch_1869887,cust_593699,9,2024-05-29 00:00:00,content_download,/home,,2024-07-04 00:00:00
touch_1474112,cust_593699,3,2024-06-04 00:00:00,content_download,/home,campaign_40,2024-07-04 00:00:00
touch_1334878,cust_593699,3,2024-06-10 00:00:00,content_download,/pricing,campaign_25,2024-07-04 00:00:00
touch_4112211,cust_593699,5,2024-06-16 00:00:00,content_download,/demo,,2024-07-04 00:00:00
touch_5284408,cust_593699,1,2024-06-22 00:00:00,click,/pricing,campaign_28,2024-07-04 00:00:00
touch_3565615,cust_593699,3,2024-06-28 00:00:00,visit,/demo,campaign_39,2024-07-04 00:00:00
touch_5283799,cust_593699,6,2024-07-04 00:00:00,content_download,/home,,2024-07-04 00:00:00
touch_5053663,cust_181896,4,2024-06-22 00:00:00,content_download,/blog,,2024-07-31 00:00:00
touch_9367764,cust_181896,8,2024-06-27 00:00:00,content_download,/case-studies,,2024-07-31 00:00:00
touch_4201282,cust_181896,3,2024-07-03 00:00:00,demo_request,/blog,campaign_40,2024-07-31 00:00:00
touch_4274314,cust_181896,4,2024-07-08 00:00:00,content_download,/blog,,2024-07-31 00:00:00
touch_9710374,cust_181896,6,2024-07-14 00:00:00,form_submit,/features,,2024-07-31 00:00:00
touch_2805720,cust_181896,2,2024-07-19 00:00:00,demo_request,/blog,campaign_44,2024-07-31 00:00:00
touch_9505071,cust_181896,2,2024-07-25 00:00:00,form_submit,/demo,campaign_46,2024-07-31 00:00:00
touch_3777945,cust_181896,1,2024-07-31 00:00:00,content_download,/pricing,campaign_48,2024-07-31 00:00:00
touch_6903942,cust_563303,5,2023-04-17 00:00:00,visit,/features,,2023-04-30 00:00:00
touch_5765739,cust_578987,5,2024-07-14 00:00:00,content_download,/blog,,2024-07-31 00:00:00
touch_9290143,cust_578987,7,2024-07-17 00:00:00,visit,/features,,2024-07-31 00:00:00
touch_4756100,cust_578987,5,2024-07-20 00:00:00,click,/pricing,,2024-07-31 00:00:00
touch_8482146,cust_578987,1,2024-07-24 00:00:00,demo_request,/pricing,campaign_5,2024-07-31 00:00:00
touch_4576301,cust_578987,6,2024-07-27 00:00:00,form_submit,/demo,,2024-07-31 00:00:00
touch_7424378,cust_578987,5,2024-07-31 00:00:00,visit,/blog,,2024-07-31 00:00:00
touch_8797904,cust_706403,5,2023-01-21 00:00:00,content_download,/features,,2023-03-16 00:00:00
touch_3390718,cust_706403,5,2023-01-30 00:00:00,visit,/home,,2023-03-16 00:00:00
touch_1727068,cust_706403,6,2023-02-08 00:00:00,click,/demo,,2023-03-16 00:00:00
touch_6162216,cust_706403,4,2023-02-17 00:00:00,demo_request,/blog,,2023-03-16 00:00:00
touch_9754416,cust_706403,3,2023-02-26 00:00:00,content_download,/home,campaign_50,2023-03-16 00:00:00
touch_3023744,cust_706403,1,2023-03-07 00:00:00,click,/features,campaign_15,2023-03-16 00:00:00
touch_1896023,cust_706403,5,2023-03-16 00:00:00,content_download,/pricing,,2023-03-16 00:00:00
touch_4619948,cust_906325,3,2023-04-03 00:00:00,content_download,/demo,campaign_39,2023-05-19 00:00:00
touch_8846101,cust_906325,5,2023-05-19 00:00:00,demo_request,/case-studies,,2023-05-19 00:00:00
touch_5814800,cust_493892,8,2023-01-31 00:00:00,content_download,/pricing,,2023-03-24 00:00:00
touch_9650608,cust_493892,1,2023-02-26 00:00:00,demo_request,/demo,campaign_21,2023-03-24 00:00:00
touch_2286995,cust_493892,7,2023-03-24 00:00:00,form_submit,/pricing,,2023-03-24 00:00:00
touch_3248108,cust_654531,4,2023-03-17 00:00:00,visit,/demo,,2023-05-11 00:00:00
touch_4234902,cust_654531,3,2023-03-30 00:00:00,visit,/features,campaign_42,2023-05-11 00:00:00
touch_5490514,cust_654531,2,2023-04-13 00:00:00,visit,/blog,campaign_46,2023-05-11 00:00:00
touch_5532632,cust_654531,4,2023-04-27 00:00:00,form_submit,/case-studies,,2023-05-11 00:00:00
touch_7448559,cust_654531,7,2023-05-11 00:00:00,click,/case-studies,,2023-05-11 00:00:00
touch_5663288,cust_657772,3,2023-12-06 00:00:00,visit,/blog,campaign_46,2024-01-24 00:00:00
touch_9273884,cust_657772,6,2023-12-18 00:00:00,content_download,/case-studies,,2024-01-24 00:00:00
touch_6951676,cust_657772,1,2023-12-30 00:00:00,content_download,/pricing,campaign_43,2024-01-24 00:00:00
touch_9857404,cust_657772,5,2024-01-11 00:00:00,form_submit,/home,,2024-01-24 00:00:00
touch_1986367,cust_657772,3,2024-01-24 00:00:00,form_submit,/case-studies,campaign_8,2024-01-24 00:00:00
touch_2989557,cust_744793,1,2022-12-19 00:00:00,visit,/pricing,campaign_6,2023-01-17 00:00:00
touch_8290749,cust_744793,5,2023-01-02 00:00:00,content_download,/pricing,,2023-01-17 00:00:00
touch_2768555,cust_744793,4,2023-01-17 00:00:00,form_submit,/features,,2023-01-17 00:00:00
touch_2294732,cust_146385,2,2024-01-14 00:00:00,demo_request,/demo,campaign_26,2024-02-16 00:00:00
touch_7315578,cust_146385,5,2024-01-20 00:00:00,visit,/home,,2024-02-16 00:00:00
touch_1915905,cust_146385,5,2024-01-27 00:00:00,form_submit,/pricing,,2024-02-16 00:00:00
touch_1024662,cust_146385,2,2024-02-02 00:00:00,visit,/home,campaign_12,2024-02-16 00:00:00
touch_7241785,cust_146385,3,2024-02-09 00:00:00,form_submit,/demo,campaign_25,2024-02-16 00:00:00
touch_8741643,cust_146385,2,2024-02-16 00:00:00,form_submit,/demo,campaign_42,2024-02-16 00:00:00
touch_3336525,cust_867051,7,2024-07-13 00:00:00,demo_request,/case-studies,,2024-08-12 00:00:00
touch_6047602,cust_867051,4,2024-07-18 00:00:00,visit,/home,,2024-08-12 00:00:00
touch_8268236,cust_867051,3,2024-07-23 00:00:00,demo_request,/features,campaign_40,2024-08-12 00:00:00
touch_3548305,cust_867051,1,2024-07-28 00:00:00,click,/pricing,campaign_4,2024-08-12 00:00:00
touch_5982233,cust_867051,5,2024-08-02 00:00:00,content_download,/case-studies,,2024-08-12 00:00:00
touch_6211317,cust_867051,1,2024-08-07 00:00:00,content_download,/case-studies,campaign_2,2024-08-12 00:00:00
touch_7294934,cust_867051,7,2024-08-12 00:00:00,form_submit,/pricing,,2024-08-12 00:00:00
touch_6401888,cust_533649,6,2023-10-14 00:00:00,click,/features,,2023-11-04 00:00:00
touch_1001172,cust_533649,1,2023-10-17 00:00:00,content_download,/case-studies,campaign_34,2023-11-04 00:00:00
touch_8010543,cust_533649,1,2023-10-20 00:00:00,click,/blog,campaign_13,2023-11-04 00:00:00
touch_7338960,cust_533649,1,2023-10-23 00:00:00,visit,/features,campaign_4,2023-11-04 00:00:00
touch_1846934,cust_533649,4,2023-10-26 00:00:00,content_download,/demo,,2023-11-04 00:00:00
touch_1915734,cust_533649,1,2023-10-29 00:00:00,click,/demo,campaign_30,2023-11-04 00:00:00
touch_1983210,cust_533649,1,2023-11-01 00:00:00,form_submit,/home,campaign_8,2023-11-04 00:00:00
touch_8873233,cust_533649,8,2023-11-04 00:00:00,content_download,/blog,,2023-11-04 00:00:00
touch_5783094,cust_149161,6,2023-10-30 00:00:00,content_download,/demo,,2023-12-19 00:00:00
touch_7496849,cust_149161,1,2023-11-07 00:00:00,visit,/blog,campaign_30,2023-12-19 00:00:00
touch_8049636,cust_149161,2,2023-11-15 00:00:00,visit,/pricing,campaign_10,2023-12-19 00:00:00
touch_9577717,cust_149161,5,2023-11-24 00:00:00,click,/home,,2023-12-19 00:00:00
touch_9222311,cust_149161,4,2023-12-02 00:00:00,demo_request,/blog,,2023-12-19 00:00:00
touch_8870044,cust_149161,2,2023-12-10 00:00:00,content_download,/blog,campaign_35,2023-12-19 00:00:00
touch_9468212,cust_149161,6,2023-12-19 00:00:00,click,/features,,2023-12-19 00:00:00
touch_7765712,cust_664058,2,2024-03-24 00:00:00,demo_request,/case-studies,campaign_26,2024-04-29 00:00:00
touch_8227710,cust_664058,4,2024-04-05 00:00:00,click,/demo,,2024-04-29 00:00:00
touch_9425877,cust_664058,9,2024-04-17 00:00:00,click,/case-studies,,2024-04-29 00:00:00
touch_1599864,cust_664058,2,2024-04-29 00:00:00,demo_request,/case-studies,campaign_29,2024-04-29 00:00:00
touch_6585969,cust_684357,2,2024-05-30 00:00:00,demo_request,/features,campaign_2,2024-06-26 00:00:00
touch_4261477,cust_684357,2,2024-06-26 00:00:00,click,/demo,campaign_29,2024-06-26 00:00:00
touch_2101195,cust_299734,5,2022-12-31 00:00:00,form_submit,/demo,,2023-02-22 00:00:00
touch_9755738,cust_299734,4,2023-01-26 00:00:00,visit,/features,,2023-02-22 00:00:00
touch_3673963,cust_299734,5,2023-02-22 00:00:00,demo_request,/pricing,,2023-02-22 00:00:00
touch_2996833,cust_602681,2,2023-06-08 00:00:00,click,/demo,campaign_6,2023-08-02 00:00:00
touch_6470251,cust_602681,4,2023-06-21 00:00:00,visit,/blog,,2023-08-02 00:00:00
touch_3813045,cust_602681,2,2023-07-05 00:00:00,click,/case-studies,campaign_7,2023-08-02 00:00:00
touch_7850358,cust_602681,3,2023-07-19 00:00:00,click,/demo,campaign_35,2023-08-02 00:00:00
touch_4736479,cust_602681,7,2023-08-02 00:00:00,visit,/case-studies,,2023-08-02 00:00:00
touch_2250923,cust_354377,8,2024-08-11 00:00:00,click,/demo,,2024-09-10 00:00:00
touch_1441798,cust_354377,6,2024-09-10 00:00:00,form_submit,/demo,,2024-09-10 00:00:00
touch_6121679,cust_423404,4,2023-08-30 00:00:00,form_submit,/blog,,2023-09-25 00:00:00
touch_2089011,cust_312994,5,2024-01-05 00:00:00,form_submit,/home,,2024-01-15 00:00:00
touch_4736938,cust_312994,5,2024-01-07 00:00:00,demo_request,/features,,2024-01-15 00:00:00
touch_9296565,cust_312994,7,2024-01-10 00:00:00,demo_request,/blog,,2024-01-15 00:00:00
touch_2218773,cust_312994,7,2024-01-12 00:00:00,demo_request,/case-studies,,2024-01-15 00:00:00
touch_9974216,cust_312994,4,2024-01-15 00:00:00,demo_request,/home,,2024-01-15 00:00:00
touch_8146289,cust_854987,3,2024-01-17 00:00:00,visit,/case-studies,campaign_28,2024-03-03 00:00:00
touch_2354261,cust_453961,5,2023-07-23 00:00:00,content_download,/case-studies,,2023-09-21 00:00:00
touch_7521962,cust_453961,5,2023-09-21 00:00:00,visit,/home,,2023-09-21 00:00:00
touch_3552021,cust_612036,8,2023-05-14 00:00:00,demo_request,/features,,2023-07-08 00:00:00
touch_1032860,cust_612036,1,2023-05-21 00:00:00,content_download,/demo,campaign_4,2023-07-08 00:00:00
touch_1499946,cust_612036,4,2023-05-29 00:00:00,form_submit,/case-studies,,2023-07-08 00:00:00
touch_6782090,cust_612036,4,2023-06-06 00:00:00,demo_request,/pricing,,2023-07-08 00:00:00
touch_1195440,cust_612036,2,2023-06-14 00:00:00,form_submit,/blog,campaign_42,2023-07-08 00:00:00
touch_6407271,cust_612036,4,2023-06-22 00:00:00,content_download,/pricing,,2023-07-08 00:00:00
touch_1113458,cust_612036,2,2023-06-30 00:00:00,visit,/pricing,campaign_4,2023-07-08 00:00:00
touch_7132075,cust_612036,8,2023-07-08 00:00:00,visit,/case-studies,,2023-07-08 00:00:00
touch_8301508,cust_244170,1,2024-09-25 00:00:00,click,/pricing,campaign_44,2024-10-07 00:00:00
touch_6096066,cust_244170,2,2024-09-27 00:00:00,content_download,/demo,campaign_17,2024-10-07 00:00:00
touch_2686789,cust_244170,5,2024-09-29 00:00:00,demo_request,/features,,2024-10-07 00:00:00
touch_6808878,cust_244170,5,2024-10-01 00:00:00,demo_request,/pricing,,2024-10-07 00:00:00
