event_id,subscription_id,customer_id,event_type,event_date,plan_id,mrr_change,mrr_after
evt_5548190,sub_465308,cust_515712,subscription_started,2024-05-29 00:00:00,2,29,29
evt_6373004,sub_915565,cust_929822,subscription_started,2023-05-30 00:00:00,1,0,0
evt_6419936,sub_915565,cust_929822,subscription_upgraded,2024-01-13 00:00:00,2,29,29
evt_7459520,sub_915565,cust_929822,subscription_downgraded,2024-02-23 00:00:00,1,-29,0
evt_5125653,sub_915565,cust_929822,subscription_upgraded,2024-12-12 00:00:00,2,29,29
evt_9955185,sub_538996,cust_183074,subscription_started,2023-01-20 00:00:00,2,29,29
evt_6861079,sub_538996,cust_183074,subscription_churned,2024-07-03 00:00:00,2,-29,0
evt_3337892,sub_990586,cust_227767,subscription_started,2023-02-18 00:00:00,2,29,29
evt_3311922,sub_990586,cust_227767,subscription_churned,2023-08-30 00:00:00,2,-29,0
evt_1442027,sub_495796,cust_227767,subscription_reactivated,2023-11-04 00:00:00,1,0,0
evt_7127781,sub_495796,cust_227767,subscription_churned,2024-05-18 00:00:00,1,0,0
evt_1209341,sub_180808,cust_227767,subscription_reactivated,2024-08-18 00:00:00,1,0,0
evt_6024905,sub_884447,cust_702980,subscription_started,2023-09-05 00:00:00,2,29,29
evt_1538869,sub_884447,cust_702980,subscription_churned,2024-04-15 00:00:00,2,-29,0
evt_1182327,sub_282012,cust_648913,subscription_started,2024-01-05 00:00:00,4,199,199
evt_9749335,sub_385031,cust_766549,subscription_started,2024-02-01 00:00:00,2,29,29
evt_7796448,sub_600607,cust_710169,subscription_started,2023-12-07 00:00:00,1,0,0
evt_7232368,sub_600607,cust_710169,subscription_upgraded,2024-02-18 00:00:00,2,29,29
evt_2818665,sub_600607,cust_710169,subscription_downgraded,2024-05-07 00:00:00,1,-29,0
evt_6628280,sub_600607,cust_710169,subscription_churned,2024-06-14 00:00:00,1,0,0
evt_2786178,sub_270666,cust_710169,subscription_reactivated,2024-09-24 00:00:00,1,0,0
evt_1543024,sub_296863,cust_291132,subscription_started,2023-05-19 00:00:00,2,29,29
evt_6277781,sub_296863,cust_291132,subscription_churned,2023-11-06 00:00:00,2,-29,0
evt_6983579,sub_108890,cust_291132,subscription_reactivated,2024-02-23 00:00:00,1,0,0
evt_3519714,sub_205909,cust_425138,subscription_started,2024-06-11 00:00:00,4,199,199
evt_4885101,sub_756359,cust_150126,subscription_started,2024-11-02 00:00:00,2,29,29
evt_9415785,sub_906172,cust_295892,subscription_started,2024-05-23 00:00:00,3,79,79
evt_7503423,sub_141956,cust_962287,subscription_started,2023-07-04 00:00:00,3,79,79
evt_1250681,sub_141956,cust_962287,subscription_upgraded,2023-12-28 00:00:00,4,120,199
evt_5699588,sub_141956,cust_962287,subscription_downgraded,2024-10-11 00:00:00,3,-120,79
evt_8729953,sub_287890,cust_823270,subscription_started,2024-03-30 00:00:00,2,29,29
evt_5808770,sub_141515,cust_160144,subscription_started,2023-03-18 00:00:00,4,199,199
evt_8755747,sub_333886,cust_919264,subscription_started,2024-03-24 00:00:00,1,0,0
evt_4024485,sub_333886,cust_919264,subscription_upgraded,2024-10-14 00:00:00,2,29,29
evt_7736395,sub_905533,cust_571778,subscription_started,2024-01-15 00:00:00,2,29,29
evt_6744913,sub_905533,cust_571778,subscription_churned,2024-03-22 00:00:00,2,-29,0
evt_8989636,sub_609917,cust_218959,subscription_started,2023-01-27 00:00:00,2,29,29
evt_4581434,sub_609917,cust_218959,subscription_upgraded,2023-06-29 00:00:00,3,50,79
evt_7064842,sub_609917,cust_218959,subscription_churned,2023-11-14 00:00:00,3,-79,0
evt_4548261,sub_596405,cust_741599,subscription_started,2023-10-20 00:00:00,4,199,199
evt_2161974,sub_596405,cust_741599,subscription_downgraded,2024-03-21 00:00:00,3,-120,79
evt_2550906,sub_293020,cust_192055,subscription_started,2024-11-29 00:00:00,3,79,79
evt_5981239,sub_458633,cust_768676,subscription_started,2023-06-28 00:00:00,3,79,79
evt_3426274,sub_458633,cust_768676,subscription_upgraded,2024-07-05 00:00:00,4,120,199
evt_8695022,sub_458633,cust_768676,subscription_churned,2024-11-13 00:00:00,4,-199,0
evt_2906007,sub_623706,cust_486831,subscription_started,2024-04-23 00:00:00,2,29,29
evt_4148361,sub_623706,cust_486831,subscription_churned,2024-10-20 00:00:00,2,-29,0
evt_7334348,sub_672612,cust_529322,subscription_started,2024-08-11 00:00:00,1,0,0
evt_6150025,sub_116977,cust_918164,subscription_started,2024-07-18 00:00:00,3,79,79
evt_6909123,sub_534166,cust_269834,subscription_started,2023-11-27 00:00:00,3,79,79
evt_3949666,sub_534166,cust_269834,subscription_upgraded,2024-04-21 00:00:00,4,120,199
evt_2664720,sub_764909,cust_387782,subscription_started,2023-05-09 00:00:00,3,79,79
evt_1275590,sub_764909,cust_387782,subscription_upgraded,2023-07-22 00:00:00,4,120,199
evt_2672723,sub_764909,cust_387782,subscription_downgraded,2023-10-07 00:00:00,3,-120,79
evt_7927895,sub_932308,cust_855638,subscription_started,2024-09-11 00:00:00,3,79,79
evt_7285479,sub_932308,cust_855638,subscription_churned,2024-11-25 00:00:00,3,-79,0
evt_5437558,sub_632216,cust_377511,subscription_started,2024-10-28 00:00:00,2,29,29
evt_7957788,sub_979214,cust_606404,subscription_started,2023-09-08 00:00:00,3,79,79
evt_7955106,sub_979214,cust_606404,subscription_churned,2023-11-02 00:00:00,3,-79,0
evt_7281485,sub_260825,cust_606404,subscription_reactivated,2023-12-08 00:00:00,2,29,29
evt_7550021,sub_260825,cust_606404,subscription_upgraded,2024-12-16 00:00:00,3,50,79
evt_9678469,sub_522700,cust_736129,subscription_started,2023-05-28 00:00:00,4,199,199
evt_1430171,sub_522700,cust_736129,subscription_downgraded,2024-05-14 00:00:00,3,-120,79
evt_3567729,sub_522700,cust_736129,subscription_churned,2024-08-02 00:00:00,3,-79,0
evt_1424293,sub_182598,cust_211341,subscription_started,2023-11-23 00:00:00,2,29,29
evt_4720435,sub_182598,cust_211341,subscription_downgraded,2024-03-13 00:00:00,1,-29,0
evt_3058301,sub_216320,cust_538446,subscription_started,2023-09-12 00:00:00,3,79,79
evt_5395541,sub_216320,cust_538446,subscription_downgraded,2023-10-20 00:00:00,2,-50,29
evt_9292055,sub_216320,cust_538446,subscription_upgraded,2023-12-07 00:00:00,3,50,79
evt_2280314,sub_216320,cust_538446,subscription_upgraded,2024-09-18 00:00:00,4,120,199
evt_8564486,sub_428817,cust_423528,subscription_started,2024-05-24 00:00:00,1,0,0
evt_6751404,sub_428817,cust_423528,subscription_upgraded,2024-09-01 00:00:00,2,29,29
evt_5269818,sub_428817,cust_423528,subscription_upgraded,2024-12-04 00:00:00,3,50,79
evt_9991819,sub_302212,cust_618934,subscription_started,2024-09-03 00:00:00,4,199,199
evt_1494887,sub_220364,cust_900961,subscription_started,2024-02-17 00:00:00,1,0,0
evt_2399937,sub_220364,cust_900961,subscription_upgraded,2024-04-23 00:00:00,2,29,29
evt_2542997,sub_220364,cust_900961,subscription_downgraded,2024-08-28 00:00:00,1,-29,0
evt_9318172,sub_589730,cust_901535,subscription_started,2024-07-17 00:00:00,3,79,79
evt_5715786,sub_281361,cust_684929,subscription_started,2024-01-10 00:00:00,1,0,0
evt_6227531,sub_281361,cust_684929,subscription_upgraded,2024-03-25 00:00:00,2,29,29
evt_4350758,sub_736795,cust_644559,subscription_started,2024-04-12 00:00:00,2,29,29
evt_4018292,sub_517654,cust_983532,subscription_started,2023-11-03 00:00:00,3,79,79
evt_6345038,sub_517654,cust_983532,subscription_upgraded,2024-08-14 00:00:00,4,120,199
evt_7469141,sub_343949,cust_447329,subscription_started,2024-11-20 00:00:00,4,199,199
evt_4648430,sub_731035,cust_787436,subscription_started,2024-08-15 00:00:00,3,79,79
evt_6331518,sub_815267,cust_254954,subscription_started,2024-11-28 00:00:00,1,0,0
evt_9286841,sub_307775,cust_313795,subscription_started,2024-02-25 00:00:00,4,199,199
evt_5603927,sub_307775,cust_313795,subscription_downgraded,2024-05-23 00:00:00,3,-120,79
evt_8596473,sub_307775,cust_313795,subscription_upgraded,2024-08-09 00:00:00,4,120,199
evt_1077963,sub_398882,cust_688132,subscription_started,2023-11-29 00:00:00,3,79,79
evt_9950091,sub_398882,cust_688132,subscription_churned,2024-05-07 00:00:00,3,-79,0
evt_1273003,sub_141020,cust_855944,subscription_started,2024-11-28 00:00:00,4,199,199
evt_7963867,sub_592718,cust_412071,subscription_started,2023-10-23 00:00:00,3,79,79
evt_1802525,sub_592718,cust_412071,subscription_churned,2024-11-15 00:00:00,3,-79,0
evt_6416675,sub_245473,cust_809489,subscription_started,2024-07-10 00:00:00,4,199,199
evt_1082902,sub_955792,cust_182868,subscription_started,2023-12-21 00:00:00,3,79,79
evt_6105140,sub_955792,cust_182868,subscription_upgraded,2024-02-20 00:00:00,4,120,199
evt_6357513,sub_955792,cust_182868,subscription_downgraded,2024-10-13 00:00:00,3,-120,79
evt_3053083,sub_767841,cust_243941,subscription_started,2023-04-22 00:00:00,4,199,199
evt_6711805,sub_297045,cust_533377,subscription_started,2023-12-05 00:00:00,3,79,79
evt_9614497,sub_574409,cust_598807,subscription_started,2024-05-03 00:00:00,2,29,29
evt_8098339,sub_574409,cust_598807,subscription_churned,2024-08-10 00:00:00,2,-29,0
evt_2712355,sub_422066,cust_874568,subscription_started,2023-02-08 00:00:00,2,29,29
evt_8731726,sub_422066,cust_874568,subscription_churned,2023-06-24 00:00:00,2,-29,0
evt_9906779,sub_129974,cust_403528,subscription_started,2023-02-08 00:00:00,1,0,0
evt_9425356,sub_129974,cust_403528,subscription_upgraded,2023-09-05 00:00:00,2,29,29
evt_7417663,sub_129974,cust_403528,subscription_upgraded,2024-03-06 00:00:00,3,50,79
evt_4178437,sub_129974,cust_403528,subscription_downgraded,2024-05-24 00:00:00,2,-50,29
evt_5629265,sub_129974,cust_403528,subscription_upgraded,2024-08-08 00:00:00,3,50,79
evt_1891503,sub_216478,cust_617904,subscription_started,2023-05-18 00:00:00,3,79,79
evt_2695035,sub_216478,cust_617904,subscription_upgraded,2023-08-10 00:00:00,4,120,199
evt_5003370,sub_874992,cust_114768,subscription_started,2023-12-12 00:00:00,3,79,79
evt_6572641,sub_874992,cust_114768,subscription_downgraded,2024-02-29 00:00:00,2,-50,29
evt_1213654,sub_874992,cust_114768,subscription_downgraded,2024-05-22 00:00:00,1,-29,0
evt_8949550,sub_722859,cust_190951,subscription_started,2024-02-15 00:00:00,2,29,29
evt_3459253,sub_722859,cust_190951,subscription_downgraded,2024-11-03 00:00:00,1,-29,0
evt_6631731,sub_722859,cust_190951,subscription_upgraded,2024-12-10 00:00:00,2,29,29
evt_5317440,sub_614496,cust_890371,subscription_started,2023-10-01 00:00:00,2,29,29
evt_6916088,sub_614496,cust_890371,subscription_churned,2024-03-19 00:00:00,2,-29,0
evt_9126125,sub_449950,cust_588002,subscription_started,2023-11-11 00:00:00,2,29,29
evt_7884009,sub_449950,cust_588002,subscription_upgraded,2024-01-16 00:00:00,3,50,79
evt_8537488,sub_757343,cust_409369,subscription_started,2024-01-12 00:00:00,3,79,79
evt_6821657,sub_554515,cust_593699,subscription_started,2024-07-04 00:00:00,4,199,199
evt_1139836,sub_554515,cust_593699,subscription_downgraded,2024-09-03 00:00:00,3,-120,79
evt_9777607,sub_588969,cust_181896,subscription_started,2024-07-31 00:00:00,1,0,0
evt_1261597,sub_167755,cust_563303,subscription_started,2023-04-30 00:00:00,3,79,79
evt_5748242,sub_167755,cust_563303,subscription_churned,2023-07-22 00:00:00,3,-79,0
evt_6130833,sub_229431,cust_578987,subscription_started,2024-07-31 00:00:00,2,29,29
evt_3310537,sub_229431,cust_578987,subscription_churned,2024-09-19 00:00:00,2,-29,0
evt_9422048,sub_397025,cust_706403,subscription_started,2023-03-16 00:00:00,2,29,29
evt_4300538,sub_397025,cust_706403,subscription_upgraded,2023-06-27 00:00:00,3,50,79
evt_4347443,sub_362165,cust_906325,subscription_started,2023-05-19 00:00:00,4,199,199
evt_9834402,sub_362165,cust_906325,subscription_downgraded,2024-05-16 00:00:00,3,-120,79
evt_8827453,sub_591130,cust_493892,subscription_started,2023-03-24 00:00:00,4,199,199
evt_1443289,sub_591130,cust_493892,subscription_churned,2023-09-02 00:00:00,4,-199,0
evt_3358634,sub_541365,cust_654531,subscription_started,2023-05-11 00:00:00,4,199,199
evt_7587730,sub_541365,cust_654531,subscription_downgraded,2023-12-12 00:00:00,3,-120,79
evt_2795982,sub_541365,cust_654531,subscription_upgraded,2024-06-13 00:00:00,4,120,199
evt_9570152,sub_876442,cust_657772,subscription_started,2024-01-24 00:00:00,1,0,0
evt_3596701,sub_876442,cust_657772,subscription_upgraded,2024-07-04 00:00:00,2,29,29
evt_1000599,sub_876442,cust_657772,subscription_upgraded,2024-11-19 00:00:00,3,50,79
evt_9721175,sub_733120,cust_744793,subscription_started,2023-01-17 00:00:00,1,0,0
evt_4361332,sub_733120,cust_744793,subscription_upgraded,2024-08-07 00:00:00,2,29,29
evt_9270565,sub_799961,cust_146385,subscription_started,2024-02-16 00:00:00,2,29,29
evt_5755035,sub_799961,cust_146385,subscription_upgraded,2024-11-06 00:00:00,3,50,79
evt_1184878,sub_225961,cust_867051,subscription_started,2024-08-12 00:00:00,3,79,79
evt_8457126,sub_225961,cust_867051,subscription_churned,2024-10-14 00:00:00,3,-79,0
evt_8689839,sub_246070,cust_533649,subscription_started,2023-11-04 00:00:00,1,0,0
evt_3656077,sub_246070,cust_533649,subscription_churned,2024-01-03 00:00:00,1,0,0
evt_4536303,sub_997412,cust_149161,subscription_started,2023-12-19 00:00:00,4,199,199
evt_9115888,sub_513064,cust_664058,subscription_started,2024-04-29 00:00:00,3,79,79
evt_6840068,sub_235708,cust_684357,subscription_started,2024-06-26 00:00:00,2,29,29
evt_1495294,sub_235708,cust_684357,subscription_churned,2024-09-10 00:00:00,2,-29,0
evt_2782083,sub_266911,cust_299734,subscription_started,2023-02-22 00:00:00,2,29,29
evt_3919201,sub_266911,cust_299734,subscription_upgraded,2023-12-01 00:00:00,3,50,79
evt_2222751,sub_266911,cust_299734,subscription_churned,2024-07-11 00:00:00,3,-79,0
evt_1494247,sub_492505,cust_602681,subscription_started,2023-08-02 00:00:00,2,29,29
evt_1406730,sub_492505,cust_602681,subscription_upgraded,2024-09-26 00:00:00,3,50,79
evt_2207374,sub_912002,cust_354377,subscription_started,2024-09-10 00:00:00,3,79,79
evt_8947918,sub_299372,cust_423404,subscription_started,2023-09-25 00:00:00,3,79,79
evt_9677962,sub_299372,cust_423404,subscription_upgraded,2024-08-10 00:00:00,4,120,199
evt_9367003,sub_299372,cust_423404,subscription_downgraded,2024-10-12 00:00:00,3,-120,79
evt_6551912,sub_299372,cust_423404,subscription_churned,2024-12-05 00:00:00,3,-79,0
evt_7004652,sub_968376,cust_312994,subscription_started,2024-01-15 00:00:00,2,29,29
evt_6671458,sub_784963,cust_854987,subscription_started,2024-03-03 00:00:00,2,29,29
evt_6529924,sub_784963,cust_854987,subscription_upgraded,2024-08-27 00:00:00,3,50,79
evt_2352134,sub_536459,cust_453961,subscription_started,2023-09-21 00:00:00,4,199,199
evt_9516186,sub_536459,cust_453961,subscription_churned,2024-03-22 00:00:00,4,-199,0
evt_6090515,sub_467271,cust_612036,subscription_started,2023-07-08 00:00:00,4,199,199
evt_1928728,sub_467271,cust_612036,subscription_churned,2023-08-31 00:00:00,4,-199,0
evt_7365080,sub_660134,cust_612036,subscription_reactivated,2023-11-19 00:00:00,3,79,79
evt_2979586,sub_660134,cust_612036,subscription_upgraded,2024-07-29 00:00:00,4,120,199
evt_1168605,sub_349739,cust_244170,subscription_started,2024-10-07 00:00:00,1,0,0
evt_1954349,sub_854793,cust_746467,subscription_started,2024-05-09 00:00:00,3,79,79
evt_8357746,sub_854793,cust_746467,subscription_upgraded,2024-06-12 00:00:00,4,120,199
evt_3053134,sub_735566,cust_400614,subscription_started,2023-01-18 00:00:00,4,199,199
evt_4453773,sub_735566,cust_400614,subscription_downgraded,2023-02-21 00:00:00,3,-120,79
evt_6815577,sub_735566,cust_400614,subscription_upgraded,2024-08-14 00:00:00,4,120,199
evt_3300684,sub_393374,cust_352674,subscription_started,2023-07-16 00:00:00,3,79,79
evt_3381714,sub_393374,cust_352674,subscription_upgraded,2023-10-29 00:00:00,4,120,199
evt_7441381,sub_393374,cust_352674,subscription_downgraded,2024-10-21 00:00:00,3,-120,79
evt_7453578,sub_119764,cust_355021,subscription_started,2023-08-20 00:00:00,3,79,79
evt_4451578,sub_119764,cust_355021,subscription_churned,2023-11-09 00:00:00,3,-79,0
evt_1876771,sub_791982,cust_679549,subscription_started,2024-05-02 00:00:00,2,29,29
evt_6835191,sub_791982,cust_679549,subscription_churned,2024-07-05 00:00:00,2,-29,0
evt_6640806,sub_738309,cust_999636,subscription_started,2023-04-08 00:00:00,4,199,199
evt_7397002,sub_738309,cust_999636,subscription_downgraded,2024-10-26 00:00:00,3,-120,79
evt_4996784,sub_881853,cust_817675,subscription_started,2023-10-15 00:00:00,3,79,79
evt_5193173,sub_881853,cust_817675,subscription_upgraded,2024-03-24 00:00:00,4,120,199
evt_5601485,sub_881853,cust_817675,subscription_churned,2024-08-08 00:00:00,4,-199,0
evt_1207016,sub_791252,cust_847332,subscription_started,2024-02-12 00:00:00,1,0,0
evt_7018384,sub_791252,cust_847332,subscription_churned,2024-11-02 00:00:00,1,0,0
evt_7855353,sub_985339,cust_892313,subscription_started,2023-05-24 00:00:00,4,199,199
evt_3927545,sub_985339,cust_892313,subscription_downgraded,2024-05-19 00:00:00,3,-120,79
evt_4824407,sub_143993,cust_906360,subscription_started,2024-09-20 00:00:00,3,79,79
evt_6927978,sub_811341,cust_493663,subscription_started,2024-03-18 00:00:00,2,29,29
evt_9505007,sub_811341,cust_493663,subscription_upgraded,2024-06-25 00:00:00,3,50,79
evt_2299399,sub_811341,cust_493663,subscription_upgraded,2024-09-14 00:00:00,4,120,199
evt_7978813,sub_969414,cust_261712,subscription_started,2024-01-25 00:00:00,4,199,199
evt_6478441,sub_969414,cust_261712,subscription_downgraded,2024-04-29 00:00:00,3,-120,79
evt_7179080,sub_752126,cust_477400,subscription_started,2023-10-04 00:00:00,1,0,0
evt_4548039,sub_752126,cust_477400,subscription_upgraded,2024-01-14 00:00:00,2,29,29
evt_2316088,sub_499601,cust_681141,subscription_started,2023-04-06 00:00:00,3,79,79
evt_7877413,sub_826739,cust_686716,subscription_started,2023-09-06 00:00:00,3,79,79
evt_9483289,sub_826739,cust_686716,subscription_upgraded,2023-11-16 00:00:00,4,120,199
evt_3317607,sub_806850,cust_555791,subscription_started,2023-10-10 00:00:00,2,29,29
evt_8023372,sub_116265,cust_305047,subscription_started,2024-04-13 00:00:00,1,0,0
evt_2224983,sub_125093,cust_450996,subscription_started,2024-03-16 00:00:00,4,199,199
evt_5050605,sub_125093,cust_450996,subscription_downgraded,2024-09-17 00:00:00,3,-120,79
evt_6647890,sub_125093,cust_450996,subscription_downgraded,2024-11-18 00:00:00,2,-50,29
evt_6955200,sub_177335,cust_517584,subscription_started,2023-11-23 00:00:00,3,79,79
evt_1130589,sub_187859,cust_482746,subscription_started,2023-04-27 00:00:00,2,29,29
evt_5685869,sub_187859,cust_482746,subscription_downgraded,2023-12-19 00:00:00,1,-29,0
evt_4534635,sub_250152,cust_842776,subscription_started,2023-08-03 00:00:00,3,79,79
evt_5777999,sub_250152,cust_842776,subscription_upgraded,2023-12-26 00:00:00,4,120,199
evt_5594415,sub_250152,cust_842776,subscription_downgraded,2024-02-10 00:00:00,3,-120,79
evt_4470251,sub_250152,cust_842776,subscription_downgraded,2024-11-25 00:00:00,2,-50,29
evt_1666811,sub_891533,cust_353777,subscription_started,2023-09-16 00:00:00,2,29,29
evt_1432471,sub_891533,cust_353777,subscription_churned,2023-11-04 00:00:00,2,-29,0
evt_8155525,sub_395528,cust_825309,subscription_started,2024-03-04 00:00:00,1,0,0
evt_3295425,sub_617215,cust_906306,subscription_started,2023-09-12 00:00:00,4,199,199
evt_9745909,sub_140220,cust_447704,subscription_started,2024-03-16 00:00:00,1,0,0
evt_4139098,sub_592951,cust_492292,subscription_started,2024-02-05 00:00:00,3,79,79
evt_2128456,sub_592951,cust_492292,subscription_churned,2024-09-18 00:00:00,3,-79,0
evt_3988274,sub_740907,cust_190025,subscription_started,2023-04-29 00:00:00,2,29,29
evt_5819613,sub_217825,cust_857065,subscription_started,2024-04-08 00:00:00,1,0,0
evt_8796975,sub_217825,cust_857065,subscription_upgraded,2024-11-17 00:00:00,2,29,29
evt_7678830,sub_792702,cust_876459,subscription_started,2023-09-07 00:00:00,2,29,29
evt_5495016,sub_792702,cust_876459,subscription_churned,2024-06-02 00:00:00,2,-29,0
evt_2020109,sub_992325,cust_295440,subscription_started,2024-10-17 00:00:00,3,79,79
evt_8414716,sub_531204,cust_325230,subscription_started,2023-07-30 00:00:00,3,79,79
evt_1334200,sub_531204,cust_325230,subscription_downgraded,2024-09-24 00:00:00,2,-50,29
evt_2064762,sub_469833,cust_219490,subscription_started,2023-09-26 00:00:00,4,199,199
evt_9834133,sub_986552,cust_469082,subscription_started,2024-04-13 00:00:00,2,29,29
evt_5749457,sub_986552,cust_469082,subscription_churned,2024-08-16 00:00:00,2,-29,0
evt_5149152,sub_341177,cust_223586,subscription_started,2023-09-02 00:00:00,2,29,29
evt_7968920,sub_341177,cust_223586,subscription_upgraded,2024-06-04 00:00:00,3,50,79
evt_3547579,sub_341177,cust_223586,subscription_churned,2024-07-01 00:00:00,3,-79,0
evt_7561970,sub_931122,cust_223586,subscription_reactivated,2024-12-28 00:00:00,2,29,29
evt_6237674,sub_971861,cust_294776,subscription_started,2024-05-13 00:00:00,3,79,79
evt_7317976,sub_787919,cust_429861,subscription_started,2024-04-06 00:00:00,2,29,29
evt_7253500,sub_621178,cust_619013,subscription_started,2024-02-23 00:00:00,3,79,79
evt_3839639,sub_621178,cust_619013,subscription_upgraded,2024-12-24 00:00:00,4,120,199
evt_2407420,sub_613604,cust_406278,subscription_started,2023-02-03 00:00:00,2,29,29
evt_9278176,sub_613604,cust_406278,subscription_churned,2023-08-04 00:00:00,2,-29,0
evt_3526849,sub_426584,cust_219754,subscription_started,2023-10-02 00:00:00,4,199,199
evt_2366240,sub_639420,cust_207391,subscription_started,2024-10-31 00:00:00,1,0,0
evt_1228581,sub_493935,cust_951327,subscription_started,2023-08-31 00:00:00,3,79,79
evt_8341730,sub_493935,cust_951327,subscription_downgraded,2023-11-24 00:00:00,2,-50,29
evt_8116596,sub_493935,cust_951327,subscription_churned,2024-01-02 00:00:00,2,-29,0
evt_9173748,sub_756581,cust_922974,subscription_started,2023-07-31 00:00:00,3,79,79
evt_5936253,sub_756581,cust_922974,subscription_upgraded,2024-01-29 00:00:00,4,120,199
evt_9778699,sub_756581,cust_922974,subscription_downgraded,2024-07-24 00:00:00,3,-120,79
evt_6539453,sub_595043,cust_403387,subscription_started,2024-08-09 00:00:00,4,199,199
evt_7984404,sub_595043,cust_403387,subscription_churned,2024-12-14 00:00:00,4,-199,0
evt_1093993,sub_593348,cust_162165,subscription_started,2023-10-11 00:00:00,2,29,29
evt_4792145,sub_593348,cust_162165,subscription_churned,2024-07-11 00:00:00,2,-29,0
evt_5606698,sub_114815,cust_613234,subscription_started,2023-05-26 00:00:00,4,199,199
evt_3557213,sub_114815,cust_613234,subscription_downgraded,2024-04-20 00:00:00,3,-120,79
evt_9763038,sub_114815,cust_613234,subscription_downgraded,2024-09-03 00:00:00,2,-50,29
evt_8942448,sub_946514,cust_828449,subscription_started,2024-01-13 00:00:00,4,199,199
evt_8976962,sub_946514,cust_828449,subscription_downgraded,2024-07-15 00:00:00,3,-120,79
evt_8376757,sub_946514,cust_828449,subscription_downgraded,2024-09-09 00:00:00,2,-50,29
evt_2967908,sub_417255,cust_796405,subscription_started,2024-01-02 00:00:00,2,29,29
evt_8335724,sub_845902,cust_673896,subscription_started,2024-08-14 00:00:00,2,29,29
evt_1424388,sub_783768,cust_581906,subscription_started,2023-01-17 00:00:00,3,79,79
evt_7188568,sub_783768,cust_581906,subscription_upgraded,2024-05-08 00:00:00,4,120,199
evt_1510471,sub_387492,cust_781571,subscription_started,2023-11-06 00:00:00,3,79,79
evt_1483804,sub_387492,cust_781571,subscription_churned,2024-08-23 00:00:00,3,-79,0
evt_3968018,sub_847960,cust_273565,subscription_started,2023-02-23 00:00:00,3,79,79
evt_3003648,sub_847960,cust_273565,subscription_upgraded,2023-04-05 00:00:00,4,120,199
evt_9414204,sub_847960,cust_273565,subscription_downgraded,2024-08-07 00:00:00,3,-120,79
evt_1746727,sub_847960,cust_273565,subscription_downgraded,2024-10-24 00:00:00,2,-50,29
evt_1054096,sub_529131,cust_599968,subscription_started,2023-03-21 00:00:00,2,29,29
evt_8822415,sub_529131,cust_599968,subscription_upgraded,2023-08-01 00:00:00,3,50,79
evt_2519373,sub_529131,cust_599968,subscription_upgraded,2023-11-29 00:00:00,4,120,199
evt_5680229,sub_840204,cust_542828,subscription_started,2023-05-16 00:00:00,1,0,0
evt_3860089,sub_969793,cust_501312,subscription_started,2023-05-17 00:00:00,4,199,199
evt_4535328,sub_969793,cust_501312,subscription_downgraded,2024-08-02 00:00:00,3,-120,79
evt_2934382,sub_969793,cust_501312,subscription_churned,2024-11-26 00:00:00,3,-79,0
evt_3345711,sub_761770,cust_323404,subscription_started,2024-10-05 00:00:00,2,29,29
evt_1567905,sub_691155,cust_229139,subscription_started,2024-08-26 00:00:00,3,79,79
evt_8977497,sub_108281,cust_730193,subscription_started,2024-09-06 00:00:00,4,199,199
evt_4123258,sub_421153,cust_297810,subscription_started,2024-02-06 00:00:00,3,79,79
evt_6668656,sub_858510,cust_722780,subscription_started,2023-03-14 00:00:00,4,199,199
evt_4930952,sub_858510,cust_722780,subscription_downgraded,2023-08-10 00:00:00,3,-120,79
evt_8145319,sub_858510,cust_722780,subscription_upgraded,2023-11-07 00:00:00,4,120,199
evt_6589281,sub_858510,cust_722780,subscription_downgraded,2024-10-07 00:00:00,3,-120,79
evt_6806635,sub_931377,cust_483162,subscription_started,2024-07-13 00:00:00,2,29,29
evt_3474488,sub_931377,cust_483162,subscription_churned,2024-12-26 00:00:00,2,-29,0
evt_2348473,sub_280426,cust_163406,subscription_started,2024-02-12 00:00:00,3,79,79
evt_7279004,sub_280426,cust_163406,subscription_downgraded,2024-07-16 00:00:00,2,-50,29
evt_7611016,sub_280426,cust_163406,subscription_upgraded,2024-10-18 00:00:00,3,50,79
evt_5072535,sub_971730,cust_745972,subscription_started,2023-06-06 00:00:00,1,0,0
evt_3316596,sub_181023,cust_900298,subscription_started,2024-10-27 00:00:00,4,199,199
evt_6065677,sub_297101,cust_221620,subscription_started,2024-04-09 00:00:00,4,199,199
evt_7443567,sub_297101,cust_221620,subscription_downgraded,2024-06-28 00:00:00,3,-120,79
evt_8075570,sub_136518,cust_111901,subscription_started,2023-06-17 00:00:00,4,199,199
evt_8554276,sub_878111,cust_381819,subscription_started,2023-05-01 00:00:00,1,0,0
evt_4000429,sub_878111,cust_381819,subscription_upgraded,2024-01-01 00:00:00,2,29,29
evt_6655862,sub_878111,cust_381819,subscription_upgraded,2024-07-07 00:00:00,3,50,79
evt_8633454,sub_878111,cust_381819,subscription_downgraded,2024-09-03 00:00:00,2,-50,29
evt_5726375,sub_878111,cust_381819,subscription_churned,2024-11-22 00:00:00,2,-29,0
evt_7195765,sub_582607,cust_635593,subscription_started,2024-01-04 00:00:00,2,29,29
evt_6446430,sub_582607,cust_635593,subscription_churned,2024-10-02 00:00:00,2,-29,0
evt_6993567,sub_137345,cust_876764,subscription_started,2024-06-05 00:00:00,1,0,0
